text,href
System Design,https://www.geeksforgeeks.org/system-design-tutorial/?ref=footer
What is System Design,https://www.geeksforgeeks.org/what-is-system-design-learn-system-design/?ref=footer
Monolithic and Distributed SD,https://www.geeksforgeeks.org/analysis-of-monolithic-and-distributed-systems-learn-system-design/?ref=footer
Scalability in SD,https://www.geeksforgeeks.org/what-is-scalability-and-how-to-achieve-it-learn-system-design/?ref=footer
Databases in SD,https://www.geeksforgeeks.org/complete-reference-to-databases-in-designing-systems/?ref=footer
High Level Design or HLD,https://www.geeksforgeeks.org/what-is-high-level-design-learn-system-design/?ref=footer
Low Level Design or LLD,https://www.geeksforgeeks.org/what-is-low-level-design-or-lld-learn-system-design/?ref=footer
Top SD Interview Questions,https://www.geeksforgeeks.org/top-10-system-design-interview-questions-and-answers/?ref=footer
Interview Corner,https://www.geeksforgeeks.org/company-interview-corner/?ref=footer
Company Wise Preparation,https://www.geeksforgeeks.org/company-preparation/?ref=footer
Preparation for SDE,https://www.geeksforgeeks.org/interview-preparation-for-software-developer/?ref=footer
Experienced Interviews,https://www.geeksforgeeks.org/experienced-interview-experiences-company-wise/?ref=footer
Internship Interviews,https://www.geeksforgeeks.org/internship-interview-experiences-company-wise/?ref=footer
Competitive Programming,https://www.geeksforgeeks.org/competitive-programming-a-complete-guide/?ref=footer
Aptitude Preparation,https://www.geeksforgeeks.org/aptitude-questions-and-answers/?ref=footer
GfG School,https://www.geeksforgeeks.org/geeksforgeeks-school/?ref=footer
CBSE Notes for Class 8,https://www.geeksforgeeks.org/cbse-notes-for-class-8/?ref=footer
CBSE Notes for Class 9,https://www.geeksforgeeks.org/cbse-notes-for-class-9/?ref=footer
CBSE Notes for Class 10,https://www.geeksforgeeks.org/cbse-class-10-revision-notes/?ref=footer
CBSE Notes for Class 11,https://www.geeksforgeeks.org/cbse-class-11-revision-notes/?ref=footer
CBSE Notes for Class 12,https://www.geeksforgeeks.org/cbse-class-12-revision-notes/?ref=footer
English Grammar,https://www.geeksforgeeks.org/english-grammar/?ref=footer
Commerce,https://www.geeksforgeeks.org/commerce/?ref=footer
Accountancy,https://www.geeksforgeeks.org/accountancy/?ref=footer
Business Studies,https://www.geeksforgeeks.org/business-studies/?ref=footer
Economics,https://www.geeksforgeeks.org/economics/?ref=footer
Management,https://www.geeksforgeeks.org/management/?ref=footer
Income Tax,https://www.geeksforgeeks.org/income-tax/?ref=footer
Finance,https://www.geeksforgeeks.org/finance/?ref=footer
Statistics for Economics,https://www.geeksforgeeks.org/statistics-for-economics-complete-guide-a-to-z-concepts/?ref=footer
Polity Notes,https://www.geeksforgeeks.org/important-topics-in-polity-for-upsc/?ref=footer
Geography Notes,https://www.geeksforgeeks.org/important-topics-of-geography-for-upsc/?ref=footer
History Notes,https://www.geeksforgeeks.org/history-notes-for-upsc-exam/?ref=footer
Science and Technology Notes,https://www.geeksforgeeks.org/important-topics-of-science-and-technology-for-upsc/?ref=footer
Economics Notes,https://www.geeksforgeeks.org/indian-economy-notes-upsc/?ref=footer
Important Topics in Ethics,https://www.geeksforgeeks.org/important-topics-in-ethics-for-upsc/?ref=footer
UPSC Previous Year Papers,https://www.geeksforgeeks.org/upsc-previous-year-question-paper-solutions/?ref=footer
SSC CGL Syllabus,https://www.geeksforgeeks.org/ssc-cgl-syllabus-2022/?ref=footer
SBI PO Syllabus,https://www.geeksforgeeks.org/sbi-po-syllabus-2023/?ref=footer
SBI Clerk Syllabus,https://www.geeksforgeeks.org/sbi-clerk-syllabus-2022/?ref=footer
IBPS PO Syllabus,https://www.geeksforgeeks.org/syllabus-of-ibps-po-2022/?ref=footer
IBPS Clerk Syllabus,https://www.geeksforgeeks.org/detailed-syllabus-of-ibps-clerk/?ref=footer
Aptitude Questions,https://www.geeksforgeeks.org/aptitude-questions-and-answers/?ref=footer
SSC CGL Practice Papers,https://www.geeksforgeeks.org/ssc-cgl-practice-papers/?ref=footer
Write an Article,https://write.geeksforgeeks.org/?ref=footer
Improve an Article,https://www.geeksforgeeks.org/how-to-improve-an-article/
Pick Topics to Write,https://write.geeksforgeeks.org/pick-article/?ref=footer
Write Interview Experience,https://www.geeksforgeeks.org/write-interview-experience/?ref=footer
Internships,https://write.geeksforgeeks.org/internship/?ref=footer
@geeksforgeeks,https://www.geeksforgeeks.org/
Some rights reserved,https://www.geeksforgeeks.org/copyright-information/
Cookie Policy,https://www.geeksforgeeks.org/cookie-policy/
Privacy Policy,https://www.geeksforgeeks.org/privacy-policy/
